législature,prénom,nom,nom_complet,du,au,parti,circonscription
42,Kathleen,Weil,Kathleen Weil,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,PLQ,Notre-Dame-de-Grâce
42,Gilles,Bélanger,Gilles Bélanger,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Orford
42,Mathieu,Lacombe,Mathieu Lacombe,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Papineau
42,Chantal,Rouleau,Chantal Rouleau,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Pointe-aux-Trembles
42,André,Fortin,André Fortin,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,PLQ,Pontiac
42,Vincent,Caron,Vincent Caron,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Portneuf
42,Marguerite,Blais,Marguerite Blais,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Prévost
42,Martin,Ouellet,Martin Ouellet,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,PQ,René-Lévesque
42,Lise,Lavallée,Lise Lavallée,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Repentigny
42,Jean-Bernard,Émond,Jean-Bernard Émond,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Richelieu
42,André,Bachand,André Bachand,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Richmond
42,Harold,LeBel,Harold LeBel,2018-10-01T00:00:00Z,2020-12-15T00:00:00Z,PQ,Rimouski
42,Harold,LeBel,Harold LeBel,2020-12-16T00:00:00Z,2022-10-02T00:00:00Z,IND,Rimouski
42,Denis,Tardif,Denis Tardif,2018-10-01T00:00:00Z,2020-12-16T00:00:00Z,CAQ,Rivière-du-Loup–Témiscouata
42,Denis,Tardif,Denis Tardif,2020-12-17T00:00:00Z,2021-04-11T00:00:00Z,IND,Rivière-du-Loup–Témiscouata
42,Denis,Tardif,Denis Tardif,2021-04-12T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Rivière-du-Loup–Témiscouata
42,Carlos,Leitão,Carlos Leitão,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,PLQ,Robert-Baldwin
42,Philippe,Couillard,Philippe Couillard,2018-10-01T00:00:00Z,2018-10-03T00:00:00Z,PLQ,Roberval
42,Nancy,Guillemette,Nancy Guillemette,2018-12-10T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Roberval
42,Vincent,Marissal,Vincent Marissal,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,QS,Rosemont
42,Louis-Charles,Thouin,Louis-Charles Thouin,2018-10-01T00:00:00Z,2021-03-29T00:00:00Z,CAQ,Rousseau
42,Louis-Charles,Thouin,Louis-Charles Thouin,2021-03-30T00:00:00Z,2021-09-13T00:00:00Z,IND,Rousseau
42,Louis-Charles,Thouin,Louis-Charles Thouin,2021-09-14T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Rousseau
42,Émilise,Lessard-Therrien,Émilise Lessard-Therrien,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,QS,Rouyn-Noranda–Témiscamingue
42,Geneviève,Hébert,Geneviève Hébert,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Saint-François
42,Dominique,Anglade,Dominique Anglade,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,PLQ,Saint-Henri–Sainte-Anne
42,Chantal,Soucy,Chantal Soucy,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Saint-Hyacinthe
42,Louis,Lemieux,Louis Lemieux,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Saint-Jean
42,Youri,Chassin,Youri Chassin,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Saint-Jérôme
42,Marwah,Rizqy,Marwah Rizqy,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,PLQ,Saint-Laurent
42,Manon,Massé,Manon Massé,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,QS,Sainte-Marie–Saint-Jacques
42,Christopher,Skeete,Christopher Skeete,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Sainte-Rose
