discourse,speaker,phone,phone_duration,phone_begin,phone_end,phone_position,previous_phone,following_phone,following_following_phone,syllable,syllable_begin,syllable_end,word,transcription,word_begin,word_end
64968_f5_int6_2022_03_29_assnat_164708,64968,ɛ,0.1599999999999966,80.03,80.19,2,f,<SIL>,d,f.ɛ,79.88,80.19,fait,f.ɛ,79.88,80.19
ANQ031-23,46224,ɛ,0.05986394557823127,1.5290249433106575,1.5888888888888888,5,ʒ,d,ə,ʒ.ɛ,1.4392290249433104,1.5888888888888888,projet,p.ʁ.o.ʒ.ɛ,1.299546485260771,1.5888888888888888
20189_f3_int6_2022_03_24_assnat_151628,20189,ɛ,0.05999999999999961,4.98,5.04,3,t,d,e,t.ɛ,4.94,5.04,était,e.t.ɛ,4.91,5.04
ANQ027-4,33483,ɛ,0.11972789115646298,3.0555555555555554,3.1752834467120183,2,f,sp,a,f.ɛ,2.9557823129251704,3.1752834467120183,fait,f.ɛ,2.9557823129251704,3.1752834467120183
27263_f7_int8_20221201_CH_160010,27263,ɛ,0.07000000000000028,14.98,15.05,4,ʁ,k,ɔ̃,ʁ.ɛ,14.9,15.05,pourrai,p.u.ʁ.ɛ,14.67,15.05
ANQ067-8,93238,ɛ,0.07981859410430836,12.104988662131518,12.184807256235828,2,v,s,i,v.ɛ,12.075056689342402,12.184807256235828,vais,v.ɛ,12.075056689342402,12.184807256235828
29097_f1_int2_20221206_CH_161009,29097,ɛ,0.10000000000000853,86.19,86.29,2,m,k,ɑ̃,m.ɛ,86.08,86.29,mais,m.ɛ,86.08,86.29
68409_f6_int6_2022_03_29_CH_0-1724,68409,ɛ,0.11999999999999744,62.93,63.05,2,f,<SIL>,a,f.ɛ,62.79,63.05,fait,f.ɛ,62.79,63.05
47863_f12_int14_20230328_CH_111155,47863,ɛ,0.15000000000000013,1.41,1.56,2,t,l,m,t.ɛ.l,1.19,1.59,tellement,t.ɛ.l.m.ɑ̃,1.19,1.69
ANQ096-12,10162,ɛ,0.08979591836734713,6.417913832199546,6.507709750566893,7,ʁ,l,d,ʁ.ɛ.l,6.3281179138322,6.557596371882085,culturels,k.y.l.t.y.ʁ.ɛ.l,6.028798185941043,6.557596371882085
20488_f1_int2_2022_03_29_assnat_161259,20488,ɛ,0.09000000000000341,90.02,90.11,4,dʒ,c,i,ɛ,90.02,90.11,budget,b.y.dʒ.ɛ,89.72,90.11
94076_f4_int5_2021_03_31_CH_0-1641,94076,ɛ,0.0600000000000005,15.74,15.8,2,ʒ,s,p,ʒ.ɛ,15.67,15.8,j'espère,ʒ.ɛ.s.p.ɜ.ʁ,15.67,16.29
ANQ031-8,46224,ɛ,0.11972789115646164,31.83015873015873,31.94988662131519,11,n,l,sp,n.ɛ.l,31.73038548752834,31.97981859410431,informationnelles,ɛ̃.f.o.ʁ.m.a.t.j.ɔ.n.ɛ.l,31.18163265306122,31.97981859410431
ANQ096-6,10162,ɛ,0.0698412698412767,94.00884353741496,94.07868480725624,2,t,k,s,t.ɛ.k.s,93.91904761904762,94.25827664399092,texte,t.ɛ.k.s,93.91904761904762,94.25827664399092
ANQ067-3,93238,ɛ,0.05986394557823082,4.871428571428572,4.931292517006803,1,s,l,v,ɛ.l,4.871428571428572,5.021088435374149,élevait,ɛ.l.v.ɛ,4.871428571428572,5.240589569160998
ANQ027-5,33483,ɛ,0.08979591836735068,35.22244897959184,35.31224489795919,3,ʁ,f,sp,b.ʁ.ɛ.f,35.09274376417233,35.40204081632653,bref,b.ʁ.ɛ.f,35.09274376417233,35.40204081632653
18111_f2_int3_2014_02_20_assnat,18111,ɛ,0.05000000000000426,44.12,44.17,3,t,d,e,t.ɛ,44.02,44.17,était,e.t.ɛ,43.97,44.17
23400_f1_int2_2017_04_27_comm,23400,ɛ,0.13000000000000256,54.91,55.04,1,ʁ,s,t,ɛ.s.t,54.91,55.1,est,ɛ.s.t,54.91,55.1
20189_f11_int20_2022_03_24_assnat_151628,20189,ɛ,0.07000000000000028,10.06,10.13,4,t,d,i,t.ɛ,9.99,10.13,datait,d.a.t.ɛ,9.85,10.13
ANQ031-15,46224,ɛ,0.05986394557824326,64.02698412698412,64.08684807256236,2,p,ʁ,s,p.ɛ.ʁ,63.95714285714286,64.13673469387754,personne,p.ɛ.ʁ.s.ɔ.n,63.95714285714286,64.57573696145124
68409_f4_int4_2022_03_29_CH_0-1724,68409,ɛ,0.230000000000004,93.46,93.69,4,dʒ,<SIL>,a,ɛ,93.46,93.69,budget,b.y.dʒ.ɛ,93.31,93.69
ANQ031-20,46224,ɛ,0.13968253968253563,27.869160997732425,28.00884353741496,4,ʁ,l,a,p.ʁ.ɛ,27.739455782312923,28.00884353741496,après,a.p.ʁ.ɛ,27.63968253968254,28.00884353741496
18111_f2_int3_2014_02_18_assnat,18111,ɛ,0.07000000000000739,82.6,82.67,5,ɥ,f,a,ɥ.ɛ,82.49,82.67,situaient,s.i.t.ɥ.ɛ,82.07,82.67
ANQ083-1,77650,ɛ,0.06984126984127004,1.978004535147392,2.047845804988662,6,ʁ,d,y,s.t.ʁ.ɛ,1.8482993197278912,2.047845804988662,extrait,ɛ.k.s.t.ʁ.ɛ,1.7485260770975055,2.047845804988662
ANQ069-2,95075,ɛ,0.09977324263038412,30.99206349206349,31.09183673469387,4,ʁ,s,e,ʁ.ɛ,30.92222222222222,31.09183673469387,pourraient,p.u.ʁ.ɛ,30.812471655328796,31.09183673469387
ANQ067-1,93238,ɛ,0.0698412698412696,55.945351473922905,56.015192743764175,3,ʁ,t,m,t.ʁ.ɛ.t,55.855555555555554,56.095011337868485,traitement,t.ʁ.ɛ.t.m.ɑ̃,55.855555555555554,56.22471655328798
18111_f1_int2_2014_02_18_assnat,18111,ɛ,0.06000000000000005,2.51,2.57,2,f,p,l,f.ɛ,2.46,2.57,fait,f.ɛ,2.46,2.57
92340_f7_int8_2022_03_29_assnat_110941,92340,ɛ,0.20000000000000284,47.57,47.77,2,m,ʒ,ə,m.ɛ,47.43,47.77,mais,m.ɛ,47.43,47.77
38811_f11_int12_2018_03_21_assnat,38811,ɛ,0.05000000000000426,62.26,62.31,2,m,d,ɑ̃,m.ɛ,62.19,62.31,mais,m.ɛ,62.19,62.31
ANQ067-13,93238,ɛ,0.15963718820861672,4.133106575963719,4.292743764172336,2,m,s,e,m.ɛ,4.073242630385487,4.292743764172336,mais,m.ɛ,4.073242630385487,4.292743764172336
10622_f5_int6_20221202_CH_115051,10622,ɛ,0.11999999999999922,14.21,14.33,5,s,<SIL>,p,s.ɛ,14.06,14.33,français,f.ʁ.ɑ̃.s.ɛ,13.82,14.33
ANQ050-1,44661,ɛ,0.10975056689342466,21.872789115646256,21.98253968253968,4,m,n,sp,m.ɛ.n,21.822902494331064,22.13219954648526,semaine,s.ə.m.ɛ.n,21.663265306122447,22.13219954648526
ANQ096-7,10162,ɛ,0.1197278911564652,39.153514739229024,39.27324263038549,4,p,l,k,p.ɛ.l,39.06371882086168,39.33310657596372,rappelle,ʁ.a.p.ɛ.l,38.934013605442175,39.33310657596372
ANQ007-3,66831,ɛ,0.06984126984127004,1.03015873015873,1.1,2,m,ʁ,s,m.ɛ.ʁ,0.9603174603174602,1.139909297052154,merci,m.ɛ.ʁ.s.i,0.9603174603174602,1.5888888888888888
55473_f5_int6_2022_03_24_assnat_160345,55473,ɛ,0.07000000000000028,34.37,34.44,4,dʒ,d,ɑ̃,ɛ,34.37,34.44,budget,b.y.dʒ.ɛ,34.09,34.44
98330_f4_int4_2021_03_31_CH_0-1433,98330,ɛ,0.05000000000000426,49.79,49.84,2,m,d,ə,m.ɛ,49.73,49.84,mais,m.ɛ,49.73,49.84
ANQ031-14,46224,ɛ,0.05986394557822905,68.41700680272109,68.47687074829932,4,v,ʁ,n,v.ɛ.ʁ,68.34716553287981,68.54671201814058,gouvernement,g.u.v.ɛ.ʁ.n.ə.m.ɑ̃,68.20748299319727,69.14535147392291
ANQ027-4,33483,ɛ,0.099773242630385,7.365759637188209,7.465532879818594,2,ʃ,f,sp,ʃ.ɛ.f,7.236054421768707,7.515419501133787,chef,ʃ.ɛ.f,7.236054421768707,7.515419501133787
63101_f1_int2_2013_11_29_comm,63101,ɛ,0.10999999999999945,8.14,8.25,3,ʁ,ɛ̃,p,t.ʁ.ɛ,7.97,8.25,très,t.ʁ.ɛ,7.97,8.25
93404_f1_int2_2010_04_20_comm,93404,ɛ,0.05000000000000426,39.26,39.31,2,f,p,l,f.ɛ,39.23,39.31,fait,f.ɛ,39.23,39.31
ANQ067-5,93238,ɛ,0.10975056689342466,66.31179138321995,66.42154195011338,2,f,t,œ̃,f.ɛ.t,66.17210884353742,66.52131519274376,faites,f.ɛ.t,66.17210884353742,66.52131519274376
27263_f7_int8_20221201_CH_194021,27263,ɛ,0.0799999999999983,24.51,24.59,2,ʒ,m,ʁ,ʒ.ɛ.m,24.49,24.66,j'aimerais,ʒ.ɛ.m.ʁ.ɛ,24.49,24.77
ANQ031-14,46224,ɛ,0.0698412698412767,99.05736961451248,99.12721088435374,2,s,t,sp,s.ɛ.t,98.94761904761904,99.15714285714286,cette,s.ɛ.t,98.94761904761904,99.15714285714286
92340_f7_int8_2022_03_29_assnat_110941,92340,ɛ,0.13000000000000966,86.57,86.7,4,v,ɑ̃,d,v.ɛ,86.51,86.7,mauvais,m.o.v.ɛ,86.36,86.7
48329_f1_int2_2019_04_02_assnat_1952,48329,ɛ,0.07000000000000028,18.57,18.64,3,ʁ,k,ɔ̃,t.ʁ.ɛ,18.44,18.64,très,t.ʁ.ɛ,18.44,18.64
ANQ067-11,93238,ɛ,0.0698412698412696,43.85283446712018,43.92267573696145,2,s,t,s,s.ɛ.t,43.76303854875284,43.97256235827665,cette,s.ɛ.t,43.76303854875284,43.97256235827665
ANQ031-4,46224,ɛ,0.07981859410431014,16.49501133786848,16.57482993197279,3,ʁ,p,ɑ,ʁ.ɛ,16.42517006802721,16.57482993197279,aurait,o.ʁ.ɛ,16.345351473922904,16.57482993197279
ANQ031-15,46224,ɛ,0.1396825396825392,65.68321995464852,65.82290249433106,2,m,s,ə,m.ɛ,65.64331065759637,65.82290249433106,mais,m.ɛ,65.64331065759637,65.82290249433106
ANQ067-11,93238,ɛ,0.0698412698412696,18.68004535147392,18.74988662131519,4,ʁ,l,v,p.ʁ.ɛ,18.590249433106575,18.74988662131519,après,a.p.ʁ.ɛ,18.520408163265305,18.74988662131519
ANQ005-4,93404,ɛ,0.11972789115646164,19.53809523809524,19.6578231292517,2,ʁ,g,l,ʁ.ɛ,19.458276643990928,19.6578231292517,règles,ʁ.ɛ.g.l.ə,19.458276643990928,19.83741496598639
59678_f6_int6_2019_04_18_CH_0-19_30,59678,ɛ,0.1799999999999926,64.03,64.21,3,j,<SIL>,d,b.j.ɛ,63.82,64.21,biais,b.j.ɛ,63.82,64.21
63659_f1_int2_20230329_CH_151603,63659,ɛ,0.0899999999999963,43.32,43.41,2,ʒ,s,t,ʒ.ɛ.s.t,43.27,43.47,gestes,ʒ.ɛ.s.t,43.27,43.47
57403_f2_int3_2022_03_29_assnat_170109,57403,ɛ,0.1200000000000001,4.78,4.9,4,t,ɑ̃,ɡ,t.ɛ,4.73,4.9,s'était,s.e.t.ɛ,4.62,4.9
22095_f2_int4_2006_04_05_assnat,22095,ɛ,0.120000000000001,18.77,18.89,5,ʒ,s,ə,ʒ.ɛ,18.69,18.89,projet,p.ʁ.ɔ.ʒ.ɛ,18.47,18.89
28898_f2_int2_2019_05_02_CH_0-19_30,28898,ɛ,0.15000000000000036,12.6,12.75,5,ʁ,<SIL>,m,v.ʁ.ɛ,12.44,12.75,devrait,d.ə.v.ʁ.ɛ,12.28,12.75
14401_f1_int2_2022_03_29_assnat_174837,14401,ɛ,0.230000000000004,44.58,44.81,2,m,<SIL>,ʒ,m.ɛ,44.44,44.81,mais,m.ɛ,44.44,44.81
20978_f4_int7_2017_04_27_comm,20978,ɛ,0.3399999999999963,47.39,47.73,2,m,<SIL>,œ,m.ɛ,47.17,47.73,mais,m.ɛ,47.17,47.73
ANQ069-8,95075,ɛ,0.10975056689342466,11.9453514739229,12.055102040816326,3,t,ɑ̃,g,t.ɛ,11.89546485260771,12.055102040816326,était,e.t.ɛ,11.835600907029477,12.055102040816326
93404_f5_int7_2010_05_11_comm,93404,ɛ,0.06000000000000227,58.15,58.21,2,d,k,ə,d.ɛ,57.97,58.21,dès,d.ɛ,57.97,58.21
ANQ096-10,10162,ɛ,0.12970521541949154,85.74761904761905,85.87732426303855,5,ʒ,e,l,ʒ.ɛ,85.59795918367347,85.87732426303855,objets,z.ɔ.b.ʒ.ɛ,85.37845804988662,85.87732426303855
94076_f5_int7_2022_03_30_assnat_164838,94076,ɛ,0.28000000000000114,74.2,74.48,5,s,<SIL>,a,s.ɛ,74.08,74.48,l'accès,l.a.k.s.ɛ,73.89,74.48
ANQ067-5,93238,ɛ,0.0698412698412696,15.577097505668933,15.646938775510202,3,t,s,i,t.ɛ,15.547165532879818,15.646938775510202,était,e.t.ɛ,15.5172335600907,15.646938775510202
93404_f4_int5_2010_05_11_comm,93404,ɛ,0.25,8.1,8.35,2,v,a,ʁ,v.ɛ,8.05,8.35,vais,v.ɛ,8.05,8.35
ANQ027-6,33483,ɛ,0.05986394557823082,11.875510204081632,11.935374149659864,2,k,s,t,k.ɛ.s,11.795691609977323,11.975283446712018,questionner,k.ɛ.s.t.j.o.n.e,11.795691609977323,12.244671201814056
ANQ050-2,44661,ɛ,0.1696145124716537,30.134013605442178,30.30362811791383,2,f,sp,ʁ,f.ɛ,29.914512471655325,30.30362811791383,fait,f.ɛ,29.914512471655325,30.30362811791383
92340_f2_int3_2022_03_29_assnat_110941,92340,ɛ,0.3999999999999986,46.31,46.71,1,ø,d,e,ɛ,46.31,46.71,aider,ɛ.d.e,46.31,46.87
ANQ096-9,10162,ɛ,0.099773242630377,93.7294784580499,93.82925170068027,5,ʁ,t,ə,v.ʁ.ɛ,93.62970521541948,93.82925170068027,devrait,d.ə.v.ʁ.ɛ,93.46009070294784,93.82925170068027
ANQ027-4,33483,ɛ,0.09977324263038412,26.841496598639456,26.94126984126984,4,n,s,ɑ̃,n.ɛ,26.78163265306122,26.94126984126984,connaissances,k.o.n.ɛ.s.ɑ̃.s,26.641950113378684,27.370294784580494
ANQ067-14,93238,ɛ,0.05986394557822905,17.482766439909298,17.542630385487527,2,m,o,s,m.ɛ,17.41292517006803,17.542630385487527,mais,m.ɛ,17.41292517006803,17.542630385487527
92340_f7_int8_2022_03_29_assnat_110941,92340,ɛ,0.09000000000000341,79.67,79.76,4,dʒ,c,i,ɛ,79.67,79.76,budget,b.y.dʒ.ɛ,79.37,79.76
20923_f4_int8_2006_03_03_assnat,20923,ɛ,0.09000000000000341,39.3,39.39,3,ʁ,d,y,ʁ.ɛ,39.21,39.39,auraient,o.ʁ.ɛ,39.14,39.39
63101_f3_int4_2014_02_18_assnat,63101,i,0.14000000000000057,59.46,59.6,2,d,ʁ,k,d.i.ʁ,59.34,59.74,dire,d.i.ʁ,59.34,59.74
ANQ083-1,77650,i,0.05986394557823615,46.77619047619047,46.83605442176871,4,ʁ,s,ɔ̃,ʁ.i,46.71632653061225,46.83605442176871,nourrisson,n.u.ʁ.i.s.ɔ̃,46.516780045351474,47.15532879818594
86777_f2_int3_20230329_CH_120834,86777,i,0.05000000000000071,29.5,29.55,2,m,ʎ,ɔ̃,m.i,29.43,29.55,millions,m.i.ʎ.ɔ̃,29.43,29.77
68749_f2_int2_2019_04_18_CAT_0-19_30,68749,i,0.11000000000000654,46.73,46.84,7,ɲ,s,m,ɲ.i.s.m,46.6,46.98,l'urbanisme,l.y.ʁ.b.a.ɲ.i.s.m,46.26,46.98
20978_f4_int7_2017_04_27_comm,20978,i,0.05999999999999961,6.5,6.56,9,t,v,o,t.i.v,6.35,6.65,d'initiatives,d.i.ɲ.i.s.j.a.t.i.v,5.92,6.65
98330_f5_int5_2021_03_31_CH_0-1433,98330,i,0.0800000000000125,78.6,78.68,5,t,k,<SIL>,t.i.k,78.47,78.84,pratique,p.ʁ.a.t.i.k,78.3,78.84
ANQ031-8,46224,i,0.05986394557823615,33.07732426303855,33.137188208616784,5,z,d,ɑ̃,z.i,33.0374149659864,33.137188208616784,président,p.ʁ.e.z.i.d.ɑ̃,32.87777777777778,33.31678004535148
ANQ031-8,46224,i,0.08979591836735068,53.39115646258504,53.48095238095239,4,m,j,d,m.i.j,53.3312925170068,53.510884353741496,familles,f.a.m.i.j,53.161678004535155,53.510884353741496
ANQ031-4,46224,i,0.09977324263038412,51.32585034013606,51.42562358276644,8,t,k,sp,t.i.k,51.20612244897959,51.46553287981859,informatiques,ɛ̃.f.ɔ.ʁ.m.a.t.i.k,50.86689342403628,51.46553287981859
92340_f2_int3_2022_03_29_assnat_110941,92340,i,0.06000000000000227,94.19,94.25,2,c,v,ø,c.i,94.11,94.25,qui,c.i,94.11,94.25
98330_f3_int4_2015_11_17_assnat,98330,i,0.10000000000000142,60.54,60.64,4,ʎ,t,i,ʎ.i,60.5,60.64,politique,p.ɔ.ʎ.i.t.i.k,60.37,60.9
38811_f4_int5_2018_03_21_assnat,38811,i,0.14000000000000057,62.2,62.34,2,m,l,<SIL>,m.i.l,62.12,62.43,mille,m.i.l,62.12,62.43
47863_f2_int2_20230328_CH_111155,47863,i,0.06000000000000227,39.55,39.61,2,c,l,s,c.i.l,39.49,39.62,qu'il,c.i.l,39.49,39.62
ANQ067-4,93238,i,0.15963718820861672,21.593424036281174,21.753061224489795,1,sp,l,d,i.l,21.593424036281174,21.85283446712018,il,i.l,21.593424036281174,21.85283446712018
38811_f6_int7_2018_03_21_assnat,38811,i,0.06999999999999318,74.53,74.6,2,m,l,s,m.i.l,74.49,74.61,mille,m.i.l,74.49,74.61
94076_f3_int4_2021_03_31_CH_0-1641,94076,i,0.05000000000000071,20.88,20.93,3,ʁ,v,d,p.ʁ.i.v,20.82,20.97,prive,p.ʁ.i.v,20.82,20.97
59678_f6_int6_2019_04_18_CH_0-19_30,59678,i,0.05000000000000071,20.05,20.1,5,ɲ,f,i,ɲ.i,19.98,20.1,planification,p.l.a.ɲ.i.f.i.k.a.s.j.ɔ̃,19.81,20.67
52013_f5_int5_2021_03_31_CH_0-1652,52013,i,0.07000000000000739,73.97,74.04,5,z,s,d,z.i.s,73.89,74.1,choisissent,ʃ.w.a.z.i.s,73.67,74.1
64968_f6_int7_2022_03_29_assnat_164708,64968,i,0.129999999999999,11.23,11.36,2,m,ʎ,ɔ̃,m.i,11.11,11.36,millions,m.i.ʎ.ɔ̃,11.11,11.52
20488_f2_int3_2022_03_29_assnat_161259,20488,i,0.1700000000000017,62.9,63.07,7,ʃ,ʁ,s,ʃ.i.ʁ,62.78,63.14,réfléchir,ʁ.e.f.l.e.ʃ.i.ʁ,62.35,63.14
93404_f14_int23_2010_05_11_comm,93404,i,0.0899999999999963,44.24,44.33,2,ʃ,f,ʁ,ʃ.i.f.ʁ,44.1,44.42,chiffre,ʃ.i.f.ʁ,44.1,44.42
55473_f5_int6_2022_03_24_assnat_160345,55473,i,0.11999999999999922,10.83,10.95,3,ʁ,z,l,k.ʁ.i.z,10.73,11.04,crise,k.ʁ.i.z,10.73,11.04
20291_f5_int6_20230328_CH_161055,20291,i,0.17999999999999972,34.36,34.54,3,s,l,ə,s.i,34.2,34.54,ainsi,ɛ̃.s.i,34.11,34.54
92098_f1_int2_2018_06_07_assnat_2,92098,i,0.08000000000000007,14.66,14.74,2,l,d,e,l.i,14.56,14.74,l'idée,l.i.d.e,14.56,15.02
ANQ031-7,46224,i,0.11972789115647232,51.04648526077097,51.16621315192744,2,d,ʁ,ɑ,d.i,50.92675736961451,51.16621315192744,dira,d.i.ʁ.ɑ,50.92675736961451,51.515419501133785
10622_f4_int5_20221202_CH_115051,10622,i,0.05999999999999872,19.51,19.57,4,ʁ,s,i,ʁ.i,19.46,19.57,mauricie,m.o.ʁ.i.s.i,19.32,20.08
30777_f1_int2_20221206_CH_193811,30777,i,0.05999999999999517,56.09,56.15,5,v,l,ɜ,v.i,56.03,56.15,privilège,p.ʁ.i.v.i.l.ɜ.ʒ,55.85,56.54
23806_f3_int4_20221206_CH_205000,23806,i,0.05000000000001137,83.49,83.54,6,m,z,m,m.i.z.m,83.43,83.67,dynamisme,d.i.n.a.m.i.z.m,83.21,83.67
13539_f3_int5_2019_04_02_assnat_1622,13539,i,0.05000000000000071,14.03,14.08,7,t,k,<SIL>,t.i.k,13.89,14.11,climatiques,k.ʎ.i.m.a.t.i.k,13.61,14.11
27263_f6_int7_20221201_CH_194021,27263,i,0.05999999999999872,18.53,18.59,8,ʒ,k,d,ʒ.i.k,18.46,18.64,névralgique,n.e.v.ʁ.a.l.ʒ.i.k,18.06,18.64
18111_f3_int4_2014_02_18_assnat,18111,i,0.05000000000000426,61.98,62.03,4,d,k,a,d.i,61.9,62.03,médicale,m.e.d.i.k.a.l,61.74,62.23
ANQ067-11,93238,i,0.10975056689342466,38.99387755102041,39.10362811791384,4,l,p,k,l.i.p,38.963945578231296,39.143537414965984,philippe,f.i.l.i.p,38.77437641723356,39.143537414965984
ANQ031-15,46224,i,0.05986394557823615,59.44739229024943,59.50725623582767,2,m,n,i,m.i,59.36757369614513,59.50725623582767,ministre,m.i.n.i.s,59.36757369614513,59.71678004535148
28898_f7_int7_2019_05_02_CH_0-19_30,28898,i,0.06000000000000227,77.6,77.66,5,ɲ,k,m,ɲ.i.k,77.54,77.74,clinique,k.ʎ.i.ɲ.i.k,77.37,77.74
28898_f5_int5_2019_05_02_CH_0-19_30,28898,i,0.0600000000000005,9.76,9.82,3,s,<SIL>,spn,s.i,9.53,9.82,aussi,o.s.i,9.49,9.82
ANQ031-12,46224,i,0.07981859410431014,72.3281179138322,72.40793650793651,6,s,t,m,s.i.t,72.15850340136055,72.49773242630386,nécessitent,n.e.s.e.s.i.t,71.79931972789116,72.49773242630386
29097_f1_int2_20221206_CH_161009,29097,i,0.06000000000000227,56.96,57.02,2,m,ɲ,i,m.i,56.93,57.02,ministre,m.i.ɲ.i.s.t.ʁ,56.93,57.32
20978_f5_int9_2017_04_27_comm,20978,i,0.06000000000000227,96.64,96.7,6,d,n,a,d.i,96.54,96.7,coordination,k.ɔ.ɔ.ʁ.d.i.n.a.s.j.ɔ̃,96.23,97.18
92098_f7_int8_2018_06_07_assnat_2,92098,i,0.1700000000000017,87.52,87.69,9,t,v,<SIL>,t.i.v,87.4,87.81,d'initiative,d.i.ɲ.i.s.j.a.t.i.v,86.89,87.81
89010_f7_int8_2022_03_29_assnat_105202,89010,i,0.0600000000000005,7.26,7.32,2,c,f,ɛ,c.i,7.14,7.32,qui,c.i,7.14,7.32
64968_f1_int2_2022_03_29_assnat_164708,64968,i,0.15000000000000213,15.86,16.01,4,ɲ,s,t,ɲ.i,15.77,16.01,ministre,m.i.ɲ.i.s.t.ʁ.ə,15.59,16.39
11696_f3_int4_20230329_CH_154830,11696,i,0.11999999999999744,60.82,60.94,3,ɥ,o,s,s.ɥ.i,60.69,60.94,suis,s.ɥ.i,60.69,60.94
76718_f4_int8_2006_04_05_assnat,76718,i,0.06000000000000227,25.11,25.17,2,ʎ,s,t,ʎ.i.s.t,24.94,25.35,liste,ʎ.i.s.t,24.94,25.35
20923_f1_int2_2005_05_03_assnat,20923,i,0.1700000000000017,45.6,45.77,4,z,ʁ,d,z.i.ʁ,45.5,45.84,désir,d.e.z.i.ʁ,45.3,45.84
66902_f10_int19_2013_02_13_comm_1,66902,i,0.08,0.03,0.11,1,<SIL>,l,v,i.l,0.03,0.12,il,i.l,0.03,0.12
20488_f2_int3_2022_03_29_assnat_161259,20488,i,0.07000000000000028,32.46,32.53,8,t,k,<SIL>,t.i.k,32.34,32.67,énergétique,e.n.ɛ.ʁ.ʒ.e.t.i.k,32,32.67
68409_f1_int1_2022_03_29_CH_0-1724,68409,i,0.05000000000000426,59.58,59.63,2,m,ɲ,i,m.i,59.51,59.63,ministre,m.i.ɲ.i.s.t.ʁ,59.51,60.07
11696_f1_int2_20230329_CH_154830,11696,i,0.08000000000000007,12.16,12.24,5,t,v,m,t.i.v,12.05,12.33,attentivement,a.t.ɑ̃.t.i.v.m.ɑ̃,11.72,12.65
ANQ025-1,50550,i,0.30929705215419556,5.011111111111111,5.320408163265307,7,ɥ,l,a,d.ɥ.i,4.821541950113379,5.320408163265307,aujourd'hui,o.ʒ.u.ʁ.d.ɥ.i,4.5521541950113376,5.320408163265307
37282_f4_int6_20230328_CH_182011,37282,i,0.07000000000000028,47.69,47.76,2,m,ɲ,i,m.i,47.61,47.76,ministre,m.i.ɲ.i.s.t.ʁ,47.61,48.1
ANQ096-5,10162,i,0.05986394557823127,2.875963718820862,2.9358276643990933,6,m,k,d,m.i.k,2.776190476190476,3.005668934240363,dynamique,d.i.n.a.m.i.k,2.47687074829932,3.005668934240363
ANQ067-11,93238,i,0.0698412698412696,35.3421768707483,35.412018140589566,2,m,l,d,m.i.l,35.30226757369614,35.4718820861678,mille,m.i.l,35.30226757369614,35.4718820861678
20923_f6_int10_2006_03_03_assnat,20923,i,0.10000000000000853,99.24,99.34,10,f,k,<SIL>,f.i.k,99.12,99.53,catastrophique,k.a.t.a.s.t.ʁ.ɔ.f.i.k,98.62,99.53
59678_f3_int3_2019_04_18_CH_0-19_30,59678,i,0.09999999999999432,98.73,98.83,2,m,l,c,m.i.l,98.66,98.84,mille,m.i.l,98.66,98.84
68409_f2_int2_2022_03_29_CH_0-1724,68409,i,0.3199999999999932,59.84,60.16,5,z,v,<SIL>,z.i.v,59.76,60.28,abusives,a.b.y.z.i.v,59.5,60.28
68749_f4_int4_2019_04_18_CAT_0-19_30,68749,i,0.0899999999999963,35.92,36.01,2,d,s,<SIL>,d.i.s,35.79,36.27,dix,d.i.s,35.79,36.27
ANQ096-7,10162,i,0.05986394557824326,85.09909297052154,85.15895691609978,2,k,e,t,k.i,84.98934240362811,85.15895691609978,qui,k.i,84.98934240362811,85.15895691609978
ANQ069-6,95075,i,0.0698412698412696,60.49501133786848,60.564852607709746,2,k,k,ʁ,k.i,60.435147392290254,60.564852607709746,qui,k.i,60.435147392290254,60.564852607709746
ANQ031-1,46224,i,0.07981859410431014,70.26281179138321,70.34263038548752,5,z,d,ɑ̃,z.i,70.21292517006803,70.34263038548752,président,p.ʁ.e.z.i.d.ɑ̃,70.05328798185941,70.65192743764172
ANQ069-6,95075,i,0.0698412698412767,49.48004535147392,49.5498866213152,4,t,t,y,s.t.i,49.330385487528346,49.5498866213152,institut,ɛ̃.s.t.i.t.y,49.240589569161,49.709523809523816
38811_f12_int13_2018_03_21_assnat,38811,i,0.09999999999999432,73.14,73.24,2,v,<SIL>,ʒ,v.i,73.1,73.24,vie,v.i,73.1,73.24
ANQ083-1,77650,i,0.0698412698412696,16.405215419501133,16.475056689342402,4,ʁ,s,ɔ̃,ʁ.i,16.355328798185937,16.475056689342402,nourrit,n.u.ʁ.i,16.19569160997732,16.475056689342402
ANQ067-1,93238,i,0.09977324263038678,5.100907029478457,5.200680272108844,2,s,s,sp,s.i.s,4.8913832199546485,5.250566893424036,six,s.i.s,4.8913832199546485,5.250566893424036
ANQ031-17,46224,i,0.3192743764172352,13.920861678004531,14.240136054421768,7,ʁ,ø,k,ʁ.i,13.781179138321995,14.240136054421768,taquinerie,t.a.k.i.n.ʁ.i,13.40204081632653,14.240136054421768
ANQ067-2,93238,i,0.14965986394557973,57.00294784580499,57.15260770975057,1,ø,l,k,i.l,57.00294784580499,57.22244897959184,il,i.l,57.00294784580499,57.22244897959184
38811_f4_int5_2018_03_21_assnat,38811,i,0.0799999999999983,91.67,91.75,2,m,l,f,m.i.l,91.6,91.76,mille,m.i.l,91.6,91.76
