discourse,speaker,phone,phone_duration,phone_begin,phone_end,phone_position,previous_phone,following_phone,following_following_phone,syllable,syllable_begin,syllable_end,word,transcription,word_begin,word_end
51427_f1_int2_2011_04_18_comm,51427,y,0.07000000000000028,54.83,54.9,3,l,ɡ,ʁ,p.l.y,54.71,54.9,plus,p.l.y,54.71,54.9
ANQ023-44,63116,y,0.07981859410430658,21.99251700680272,22.072335600907028,4,s,p,l,s.y,21.862811791383216,22.072335600907028,reçu,ʁ.ə.s.y,21.74308390022676,22.072335600907028
51427_f15_int23_2011_04_18_comm,51427,y,0.07000000000000028,9.57,9.64,2,ʒ,s,t,ʒ.y,9.42,9.64,justifier,ʒ.y.s.t.i.f.j.e,9.42,10.1
94074_f2_int3_2022_03_29_CH_0-1759,94074,y,0.15000000000000568,87.47,87.62,6,n,<SIL>,e,n.y,87.42,87.62,revenu,ʁ.ə.v.ə.n.y,87.16,87.62
ANQ023-8,63116,y,0.05986394557823615,53.54081632653061,53.600680272108846,1,n,n,d,y.n,53.54081632653061,53.660544217687075,une,y.n,53.54081632653061,53.660544217687075
72524_f5_int8_2022_03_29_CH_0-1554,72524,y,0.05000000000000071,19.11,19.16,2,d,m,i,d.y,19.07,19.16,du,d.y,19.07,19.16
62741_f11_int14_2011_11_04_comm,62741,y,0.05999999999999872,18.73,18.79,3,s,ʁ,e,s.y,18.59,18.79,assurés,a.s.y.ʁ.e,18.51,18.96
51254_f4_int5_20230329_CH_115836,51254,y,0.09000000000000341,67.41,67.5,5,b,s,s,b.y.s,67.34,67.58,autobus,o.t.o.b.y.s,67.14,67.58
65232_f2_int3_2016_09_12_comm_1,65232,y,0.05000000000000071,11.02,11.07,2,d,n,<SIL>,d.y.n,10.97,11.18,d'une,d.y.n,10.97,11.18
78385_f3_int4_2018_06_07_assnat_1,78385,y,0.08999999999999986,7.66,7.75,6,n,œ̃,ʎ,n.y,7.61,7.75,devenue,d.ə.v.ə.n.y,7.39,7.75
ANQ009-4,36683,y,0.05986394557822905,70.3625850340136,70.42244897959183,4,z,ʁ,k,z.y.ʁ,70.30272108843538,70.51224489795918,mesures,m.ə.z.y.ʁ,70.17301587301587,70.51224489795918
76485_f5_int6_2010_05_25_assnat_1,76485,y,0.10000000000000142,34.65,34.75,2,p,m,ə,p.y,34.52,34.75,pu,p.y,34.52,34.75
51254_f4_int5_20230329_CH_115836,51254,y,0.10999999999999945,31.11,31.22,7,b,a,l,b.y,31.02,31.22,contribuent,k.ɔ̃.t.ʁ.i.b.y,30.5,31.22
85377_f9_int10_2019_04_02_assnat_1540,85377,y,0.06000000000000227,93.34,93.4,4,z,ʁ,u,z.y.ʁ,93.27,93.54,mesure,m.ə.z.y.ʁ,93.14,93.54
90245_f8_int16_2006_04_05_assnat,90245,y,0.0800000000000054,47.48,47.56,4,l,s,j,l.y,47.47,47.56,solution,s.ɔ.l.y.s.j.ɔ̃,47.32,47.82
67823_f4_int5_20230328_CH_101231,67823,y,0.10000000000000853,96.88,96.98,4,t,d,<SIL>,t.y.d,96.72,97.17,d'études,d.e.t.y.d,96.61,97.17
ANQ023-59,63116,y,0.1197278911564581,68.72630385487528,68.84603174603174,1,ɑ,d,i,y,68.72630385487528,68.84603174603174,eu,y,68.72630385487528,68.84603174603174
89170_f6_int7_20230329_CH_160109,89170,y,0.10000000000000007,3.89,3.99,1,<SIL>,n,e,y.n,3.89,4.04,une,y.n,3.89,4.04
57487_f6_int12_2017_04_27_comm,57487,y,0.0800000000000125,90.82,90.9,4,d,a,v,d.y,90.74,90.9,rendu,ʁ.ɑ̃.d.y,90.53,90.9
52046_f1_int2_2013_11_06_comm_4,52046,y,0.06000000000000227,49.86,49.92,2,d,ʁ,a,d.y,49.79,49.92,durable,d.y.ʁ.a.b.l,49.79,50.26
ANQ023-10,63116,y,0.1197278911564652,19.019274376417233,19.139002267573694,1,sp,n,a,y.n,19.019274376417233,19.218820861678005,une,y.n,19.019274376417233,19.218820861678005
52046_f3_int6_2013_04_24_comm_2,52046,y,0.07000000000000028,5.04,5.11,4,n,t,<SIL>,n.y.t,4.99,5.16,minutes,m.i.n.y.t,4.84,5.16
49178_f3_int4_2013_02_13_comm_1,49178,y,0.05999999999999872,19.3,19.36,2,d,a,n,d.y,19.18,19.36,dû,d.y,19.18,19.36
30893_f12_int16_2013_06_12_comm,30893,y,0.0600000000000005,5.47,5.53,1,t,n,ɔ,y.n,5.47,5.63,une,y.n,5.47,5.63
98601_f2_int2_2010_09_14_comm,98601,y,0.07000000000000028,9.23,9.3,3,l,m,y,l.y,9.18,9.3,élus,e.l.y,9.13,9.3
ANQ040-21,15476,y,0.0598639455782326,18.530385487528346,18.590249433106575,2,ʒ,s,t,ʒ.y,18.440589569160995,18.590249433106575,justement,ʒ.y.s.t.ə.m.ɑ̃,18.440589569160995,18.96938775510204
72524_f5_int8_2022_03_29_CH_0-1554,72524,y,0.06999999999999673,29.26,29.33,3,s,ʁ,y,s.y.ʁ,29.15,29.42,assure,a.s.y.ʁ,29.06,29.42
57239_f19_int26_2010_05_11_comm,57239,y,0.07000000000000028,10.42,10.49,2,d,ʁ,ɑ̃,d.y,10.39,10.49,durant,d.y.ʁ.ɑ̃,10.39,10.69
ANQ012-6,48311,y,0.07981859410430836,3.753968253968254,3.8337868480725623,1,a,n,ɑ̃,y.n,3.753968253968254,3.8936507936507936,une,y.n,3.753968253968254,3.8936507936507936
94074_f1_int2_2022_03_29_CH_0-1759,94074,y,0.07000000000000028,5.13,5.2,2,b,dʒ,ɛ,b.y.dʒ,5.05,5.33,budget,b.y.dʒ.ɛ,5.05,5.59
ANQ077-18,38679,y,0.0698412698412696,22.49138321995465,22.56122448979592,4,p,t,e,p.y,22.45147392290249,22.56122448979592,député,d.e.p.y.t.e,22.361678004535143,22.690929705215417
ANQ048-10,99765,y,0.07981859410431014,19.64784580498866,19.72766439909297,5,d,sp,l,d.y,19.57800453514739,19.72766439909297,perdu,p.ɛ.ʁ.d.y,19.408390022675736,19.72766439909297
30893_f2_int4_2013_06_06_comm,30893,y,0.07000000000000028,43.35,43.42,2,d,m,i,d.y,43.23,43.42,du,d.y,43.23,43.42
ANQ023-59,63116,y,0.0698412698412696,43.373922902494336,43.443764172335605,6,l,m,ɑ̃,l.y,43.274149659863944,43.443764172335605,absolument,a.p.s.o.l.y.m.ɑ̃,42.89501133786848,43.73310657596372
ANQ009-5,36683,y,0.07981859410430836,2.287301587301587,2.3671201814058955,4,l,ɑ̃,s,f.l.y,2.1775510204081634,2.3671201814058955,influence,ɛ̃.f.l.y.ɑ̃.s,2.0777777777777775,2.756235827664399
ANQ055-2,95698,y,0.10975056689343889,78.1548752834467,78.26462585034014,8,t,d,k,t.y.d,78.06507936507937,78.37437641723356,incertitude,ɛ̃.s.ɛ.ʁ.t.i.t.y.d,77.59614512471656,78.37437641723356
ANQ077-6,38679,y,0.05986394557822905,49.75941043083901,49.81927437641723,2,n,t,i,n.y,49.679591836734694,49.81927437641723,utilisé,n.y.t.i.l.i.z.e,49.679591836734694,50.22834467120181
72524_f3_int5_2022_03_29_CH_0-1554,72524,y,0.05999999999999872,8.39,8.45,2,d,m,i,d.y,8.31,8.45,du,d.y,8.31,8.45
38679_f1_int2_2014_02_18_assnat,38679,y,0.05999999999999961,6.33,6.39,4,n,t,<SIL>,n.y.t,6.3,6.42,minutes,m.i.n.y.t,6.21,6.42
51427_f12_int19_2011_04_18_comm,51427,ɛ̃,0.10999999999999945,37.65,37.76,5,t,n,ɔ̃,t.ɛ̃,37.6,37.76,certain,s.ɛ.ʁ.t.ɛ̃,37.34,37.76
30893_f10_int14_2013_06_12_comm,30893,ɛ̃,0.06000000000000227,40.01,40.07,3,ʁ,d,ə,t.ʁ.ɛ̃,39.9,40.07,train,t.ʁ.ɛ̃,39.9,40.07
85377_f11_int12_2019_04_02_assnat_1540,85377,ɛ̃,0.0799999999999983,27.3,27.38,3,j,ɑ̃,t,b.j.ɛ̃,27.12,27.38,bien,b.j.ɛ̃,27.12,27.38
28915_f6_int7_20230329_CH_161812,28915,ɛ̃,0.0600000000000005,5.55,5.61,3,j,d,ə,v.j.ɛ̃,5.38,5.61,vient,v.j.ɛ̃,5.38,5.61
ANQ068-8,91526,ɛ̃,0.11972789115646164,12.194784580498863,12.314512471655329,3,w,sp,k,m.w.ɛ̃,11.985260770975056,12.314512471655329,moins,m.w.ɛ̃,11.985260770975056,12.314512471655329
ANQ055-3,95698,ɛ̃,0.11972789115646254,2.7263038548752836,2.846031746031746,2,k,z,s,k.ɛ̃.z,2.6365079365079365,2.8859410430839003,quinze,k.ɛ̃.z,2.6365079365079365,2.8859410430839003
41246_f13_int16_2011_05_12_assnat_2,41246,ɛ̃,0.05000000000000071,26.31,26.36,3,j,k,y,ʁ.j.ɛ̃,26.25,26.36,rien,ʁ.j.ɛ̃,26.25,26.36
94074_f1_int2_2022_03_29_CH_0-1759,94074,ɛ̃,0.1200000000000001,6.72,6.84,2,v,d,ø,v.ɛ̃,6.64,6.84,vingt,v.ɛ̃,6.64,6.84
67823_f6_int7_20230328_CH_101231,67823,ɛ̃,0.08999999999999997,0.51,0.6,3,f,m,ə,f.ɛ̃,0.44,0.6,enfin,ɑ̃.f.ɛ̃,0.28,0.6
52046_f9_int16_2014_02_12_comm_2,52046,ɛ̃,0.09999999999999432,66.45,66.55,2,s,m,a,s.ɛ̃,66.31,66.55,cinq,s.ɛ̃,66.31,66.55
ANQ023-38,63116,ɛ̃,0.10975056689342466,27.300453514739228,27.410204081632653,2,s,k,ɑ̃,s.ɛ̃,27.20068027210884,27.410204081632653,cinquante-sept,s.ɛ̃.k.ɑ̃.t.s.ɛ.t,27.20068027210884,27.83922902494331
ANQ015-11,62953,ɛ̃,0.17959183673469423,22.072335600907028,22.25192743764172,2,t,p,o,t.ɛ̃,21.832879818594105,22.25192743764172,impossible,t.ɛ̃.p.o.s.i.b.l,21.832879818594105,22.93038548752834
49178_f2_int3_2013_02_13_comm_1,49178,ɛ̃,0.14000000000000057,10.26,10.4,3,f,c,i,f.ɛ̃,10.11,10.4,enfin,ɑ̃.f.ɛ̃,10.01,10.4
ANQ023-44,63116,ɛ̃,0.1297052154195022,8.662811791383218,8.79251700680272,2,v,t,t,v.ɛ̃.t,8.592970521541949,8.832426303854874,vingt-trois,v.ɛ̃.t.t.ʁ.w.ɑ,8.592970521541949,9.451020408163265
ANQ023-59,63116,ɛ̃,0.11972789115646344,10.219274376417232,10.339002267573695,1,sp,v,i,ɛ̃,10.219274376417232,10.339002267573695,invité,ɛ̃.v.i.t.e,10.219274376417232,10.738095238095235
53703_f4_int6_2019_04_02_assnat_1611,53703,ɛ̃,0.230000000000004,36.58,36.81,1,<SIL>,ʒ,y,ɛ̃,36.58,36.81,injuste,ɛ̃.ʒ.y.s.t,36.58,37.24
94074_f2_int3_2022_03_29_CH_0-1759,94074,ɛ̃,0.0899999999999963,45.53,45.62,5,w,d,y,w.ɛ̃,45.41,45.62,besoin,b.ə.z.w.ɛ̃,45.17,45.62
82538_f6_int7_2011_05_13_comm,82538,ɛ̃,0.09000000000000341,61.58,61.67,1,e,d,e,ɛ̃,61.58,61.67,indépendants,ɛ̃.d.e.p.ɑ̃.d.ɑ̃,61.58,62.04
51427_f11_int17_2011_04_18_comm,51427,ɛ̃,0.2000000000000011,9.69,9.89,3,f,ʁ,ə,f.ɛ̃,9.57,9.89,enfin,ɑ̃.f.ɛ̃,9.41,9.89
ANQ016-4,89604,ɛ̃,0.10975056689342466,22.39160997732426,22.50136054421769,1,d,t,ɛ,ɛ̃,22.39160997732426,22.50136054421769,interconnecter,ɛ̃.t.ɛ.ʁ.k.ɔ.n.ɛ.k.t.e,22.39160997732426,23.169841269841267
51369_f3_int4_2011_05_12_assnat_1,51369,ɛ̃,0.14000000000000057,70.36,70.5,1,n,d,y,ɛ̃,70.36,70.5,industrie,ɛ̃.d.y.s.t.ʁ.i,70.36,71.15
ANQ092-12,46675,ɛ̃,0.0798185941043083,0.34172335600907033,0.42154195011337864,4,m,ɑ̃,k,m.ɛ̃,0.29183673469387755,0.42154195011337864,demain,d.ə.m.ɛ̃,0.11224489795918367,0.42154195011337864
58291_f16_int20_2011_05_10_assnat,58291,ɛ̃,0.07000000000000028,8.2,8.27,2,v,t,d,v.ɛ̃.t,8.16,8.3,vingt,v.ɛ̃.t,8.16,8.3
35429_f9_int14_2010_05_11_comm,35429,ɛ̃,0.14999999999999858,11.47,11.62,1,y,ɔ̃,ʁ,ɛ̃,11.47,11.62,hein,ɛ̃,11.47,11.62
57239_f20_int27_2010_05_11_comm,57239,ɛ̃,0.13000000000000256,44.26,44.39,4,v,k,ɑ̃,v.ɛ̃,44.18,44.39,convaincante,k.ɔ̃.v.ɛ̃.k.ɑ̃.t,43.98,44.71
ANQ023-2,63116,ɛ̃,0.5986394557823083,23.080045351473924,23.678684807256232,3,w,sp,k,m.w.ɛ̃,22.94036281179138,23.678684807256232,moins,m.w.ɛ̃,22.94036281179138,23.678684807256232
72524_f9_int12_2022_03_29_CH_0-1554,72524,ɛ̃,0.14999999999999147,85.65,85.8,2,c,z,m,c.ɛ̃.z,85.51,85.88,quinze,c.ɛ̃.z,85.51,85.88
ANQ017-11,28553,ɛ̃,0.07981859410431014,20.186621315192745,20.266439909297052,3,j,ɔ̃,n,b.j.ɛ̃,20.08684807256236,20.266439909297052,bien,b.j.ɛ̃,20.08684807256236,20.266439909297052
41440_f1_int2_20221206_CH_152702,41440,ɛ̃,0.14000000000000057,81.52,81.66,7,j,k,ə,j.ɛ̃,81.39,81.66,citoyens,s.i.t.w.a.j.ɛ̃,81,81.66
25012_f4_int6_2022_03_29_assnat_161939,25012,ɛ̃,0.13999999999999702,31.19,31.33,2,s,c,ɛ,s.ɛ̃,31.02,31.33,cinquième,s.ɛ̃.c.ɛ.m,31.02,31.6
36431_f5_int6_2013_05_07_assnat,36431,ɛ̃,0.10000000000000853,88.82,88.92,4,l,ɡ,ɥ,l.ɛ̃.ɡ,88.81,89.08,bilinguisme,b.i.l.ɛ̃.ɡ.ɥ.i.s.m,88.65,89.41
ANQ068-7,91526,ɛ̃,0.07981859410431014,71.81927437641723,71.89909297052154,2,n,f,ʁ,n.ɛ̃,71.77936507936509,71.89909297052154,infrastructures,n.ɛ̃.f.ʁ.ɑ.s.t.ʁ.y.k.t.y.ʁ,71.77936507936509,72.61746031746031
32441_f2_int3_20221206_CH_175252,32441,ɛ̃,0.10000000000000142,10.37,10.47,2,ʒ,v,i,ʒ.ɛ̃,10.21,10.47,j'invite,ʒ.ɛ̃.v.i.t,10.21,10.66
ANQ048-2,99765,ɛ̃,0.08979591836734713,15.038321995464852,15.1281179138322,2,v,m,i,v.ɛ̃,14.988435374149658,15.1281179138322,vingt,v.ɛ̃,14.988435374149658,15.1281179138322
41792_f6_int10_20221206_CH_204007,41792,ɛ̃,0.06999999999999318,78.64,78.71,2,s,m,a,s.ɛ̃,78.55,78.71,saint,s.ɛ̃,78.55,78.71
ANQ092-9,46675,ɛ̃,0.1197278911564581,98.84784580498868,98.96757369614512,5,w,d,œ̃,w.ɛ̃,98.70816326530613,98.96757369614512,besoin,b.ə.z.w.ɛ̃,98.50861678004534,98.96757369614512
59145_f3_int5_2009_06_15_comm_1,59145,ɛ̃,0.07000000000000028,2.76,2.83,2,m,t,n,m.ɛ̃.t,2.7,2.93,maintenant,m.ɛ̃.t.n.ɑ̃,2.7,3.07
58291_f7_int10_2011_05_10_assnat,58291,ɛ̃,0.16000000000000014,28.44,28.6,1,o,s,t,ɛ̃,28.44,28.6,institutions,ɛ̃.s.t.i.t.y.s.j.ɔ̃,28.44,29.02
53703_f2_int3_2019_04_02_assnat_1611,53703,ɛ̃,0.09999999999999432,59.63,59.73,4,ʁ,k,ɑ̃,ʁ.ɛ̃,59.48,59.73,terrain,t.ɛ.ʁ.ɛ̃,59.38,59.73
ANQ055-7,95698,ɛ̃,0.3392290249433074,18.809750566893424,19.14897959183673,5,t,d,ə,t.ɛ̃,18.73990929705215,19.14897959183673,certains,s.ɛ.ʁ.t.ɛ̃,18.490476190476187,19.14897959183673
57487_f13_int25_2017_04_27_comm,57487,ɛ̃,0.0799999999999983,44.96,45.04,1,e,p,a,ɛ̃,44.96,45.04,impacts,ɛ̃.p.a.k.t,44.96,45.27
ANQ004-2,51010,ɛ̃,0.08979591836734713,18.38072562358277,18.470521541950113,5,t,d,ɛ̃,t.ɛ̃,18.310884353741496,18.470521541950113,bulletins,b.y.l.t.ɛ̃,18.111337868480724,18.470521541950113
32441_f2_int3_20221206_CH_175252,32441,ɛ̃,0.09999999999999432,68.51,68.61,1,<SIL>,ɔ̃,p,ɛ̃,68.51,68.61,hein,ɛ̃,68.51,68.61
36431_f2_int3_2013_05_07_assnat,36431,ɛ̃,0.0899999999999892,64.01,64.1,1,œ̃,p,a,ɛ̃,64.01,64.1,impact,ɛ̃.p.a.k.t,64.01,64.38
35429_f2_int3_2010_04_20_comm,35429,ɛ̃,0.0800000000000054,33.23,33.31,3,w,<SIL>,a,p.w.ɛ̃,32.98,33.31,point,p.w.ɛ̃,32.98,33.31
67823_f3_int4_20230328_CH_101231,67823,ɛ̃,0.10999999999999945,48.17,48.28,2,s,k,ɑ̃,s.ɛ̃.k,48.07,48.38,cinq,s.ɛ̃.k,48.07,48.38
ANQ026-3,96194,ɛ̃,0.16961451247165532,0.2619047619047619,0.4315192743764173,2,b,m,ɛ,b.ɛ̃,0.1521541950113379,0.4315192743764173,ben,b.ɛ̃,0.1521541950113379,0.4315192743764173
81043_f3_int4_20221201_CH_203013,81043,ɛ̃,0.10999999999999945,33.39,33.5,1,<SIL>,p,ɔ,ɛ̃,33.39,33.5,important,ɛ̃.p.ɔ.ʁ.t.ɑ̃,33.39,34.08
49178_f2_int4_2013_02_13_comm_2,49178,ɛ̃,0.14999999999999858,30.42,30.57,3,w,t,<SIL>,p.w.ɛ̃.t,30.19,30.6,pointe,p.w.ɛ̃.t,30.19,30.6
28838_f2_int3_2018_03_21_assnat,28838,ɛ̃,0.11999999999999744,27.01,27.13,3,w,<SIL>,ɥ,m.w.ɛ̃,26.78,27.13,moins,m.w.ɛ̃,26.78,27.13
ANQ023-35,63116,ɛ̃,0.099773242630377,70.4124716553288,70.51224489795918,3,j,ʁ,i,b.j.ɛ̃,70.19297052154195,70.51224489795918,bien,b.j.ɛ̃,70.19297052154195,70.51224489795918
ANQ023-43,63116,ɛ̃,0.08979591836734357,32.42879818594105,32.51859410430839,1,t,t,ɛ,ɛ̃,32.42879818594105,32.51859410430839,internet,ɛ̃.t.ɛ.ʁ.n.ɛ.t,32.42879818594105,32.86780045351474
82538_f6_int7_2011_05_13_comm,82538,ɛ̃,0.0799999999999983,45.79,45.87,1,ɑ̃,k,l,ɛ̃,45.79,45.87,incluant,ɛ̃.k.l.y.ɑ̃,45.79,46.12
49178_f19_int27_2013_02_13_comm_1,49178,ɛ̃,0.05999999999999961,4.69,4.75,2,f,d,y,f.ɛ̃,4.58,4.75,fin,f.ɛ̃,4.58,4.75
ANQ016-2,89604,ɛ̃,0.05986394557823615,30.14399092970521,30.203854875283447,1,l,f,ɔ,ɛ̃,30.14399092970521,30.203854875283447,informatique,ɛ̃.f.ɔ.ʁ.m.a.t.i.k,30.14399092970521,30.892290249433103
77464_f1_int2_2010_05_25_assnat_1,77464,ɛ̃,0.12000000000000456,74.86,74.98,1,ɛ,s,i,ɛ̃,74.86,74.98,ainsi,ɛ̃.s.i,74.86,75.19
ANQ092-4,46675,ɛ̃,0.07981859410431724,37.43741496598639,37.51723356009071,1,l,f,ɔ,ɛ̃,37.43741496598639,37.51723356009071,information,ɛ̃.f.ɔ.ʁ.m.a.s.j.ɔ̃,37.43741496598639,38.135827664399095
28838_f7_int9_2018_03_21_assnat,28838,ɛ̃,0.12000000000000456,38.22,38.34,1,ø,p,ɔ,ɛ̃,38.22,38.34,importe,ɛ̃.p.ɔ.ʁ.t,38.22,38.62
90245_f3_int6_2006_06_12_assnat,90245,ɛ̃,0.10999999999999945,39.24,39.35,5,m,a,s,m.ɛ̃,39.18,39.35,lendemains,l.ɑ̃.d.m.ɛ̃,38.82,39.35
52046_f2_int3_2013_04_24_comm_1,52046,ɛ̃,0.0799999999999983,40.92,41,2,s,p,l,s.ɛ̃,40.81,41,simplement,s.ɛ̃.p.l.ə.m.ɑ̃,40.81,41.28
38679_f5_int10_2013_04_25_assnat,38679,ɛ̃,0.11000000000000032,5.89,6,1,ɛ̃,t,ɛ,ɛ̃,5.89,6,intervenant,ɛ̃.t.ɛ.ʁ.v.ə.n.ɑ̃,5.89,6.58
ANQ012-6,48311,ɛ̃,0.05986394557823615,50.018820861678,50.07868480725624,6,j,d,y,v.j.ɛ̃,49.92902494331066,50.07868480725624,provient,p.ʁ.o.v.j.ɛ̃,49.74943310657597,50.07868480725624
ANQ105-3,77464,ɛ̃,0.05986394557824326,90.397052154195,90.45691609977324,3,j,p,o,b.j.ɛ̃,90.27732426303857,90.45691609977324,bien,b.j.ɛ̃,90.27732426303857,90.45691609977324
53703_f4_int6_2019_04_02_assnat_1611,53703,ɛ̃,0.20999999999999908,9.64,9.85,2,s,p,l,s.ɛ̃.p.l,9.46,10,simple,s.ɛ̃.p.l,9.46,10
ANQ023-54,63116,ɛ̃,0.08979591836734535,12.803401360544218,12.893197278911565,7,v,d,i,v.ɛ̃,12.7734693877551,12.893197278911565,quatre-vingt,k.a.t.ʁ.ə.v.ɛ̃,12.543990929705217,12.893197278911565
98601_f1_int1_2010_09_14_comm,98601,ɛ̃,0.10999999999999945,82.85,82.96,1,ɑ̃,f,l,ɛ̃,82.85,82.96,influencer,ɛ̃.f.l.y.ɑ̃.s.e,82.85,83.44
81043_f4_int5_20221201_CH_203013,81043,ɛ̃,0.0799999999999983,19.25,19.33,6,e,c,i,ɛ̃,19.25,19.33,européens,ø.ʁ.ɔ.p.e.ɛ̃,18.77,19.33
42171_f2_int2_2022_03_29_CH_0-1711,42171,ɛ̃,0.15000000000000568,76.88,77.03,2,v,t,s,v.ɛ̃.t,76.81,77.09,vingt,v.ɛ̃.t,76.81,77.09
20409_f10_int14_2011_05_17_assnat,20409,ɛ̃,0.07000000000000739,82.8,82.87,2,s,l,o,s.ɛ̃,82.68,82.87,saint,s.ɛ̃,82.68,82.87
36431_f6_int7_2013_05_07_assnat,36431,ɛ̃,0.14999999999999858,26.64,26.79,4,l,ɡ,<SIL>,l.ɛ̃.ɡ,26.63,26.84,bilingues,b.i.l.ɛ̃.ɡ,26.46,26.84
25012_f3_int5_2022_03_29_assnat_161939,25012,ɛ̃,0.12000000000000456,49.47,49.59,3,j,ʒ,e,b.j.ɛ̃,49.41,49.59,bien,b.j.ɛ̃,49.41,49.59
ANQ015-5,62953,ɛ̃,0.19954648526077537,54.35895691609977,54.55850340136055,3,w,l,ɑ,p.w.ɛ̃,53.939909297052154,54.55850340136055,points,p.w.ɛ̃,53.939909297052154,54.55850340136055
52260_f6_int8_2022_03_29_assnat_153559,52260,ɛ̃,0.10999999999999945,80.67,80.78,1,<SIL>,p,ɔ,ɛ̃,80.67,80.78,important,ɛ̃.p.ɔ.ʁ.t.ɑ̃,80.67,81.29
ANQ023-26,63116,ɛ̃,0.10975056689341756,55.52630385487529,55.636054421768705,2,v,t,s,v.ɛ̃,55.47641723356009,55.636054421768705,vingt-six,v.ɛ̃.t.s.i.s,55.47641723356009,55.89546485260771
ANQ023-44,63116,ɛ̃,0.1297052154195022,10.528571428571428,10.658276643990927,2,k,z,s,k.ɛ̃.z,10.418820861678004,10.688208616780043,quinze,k.ɛ̃.z,10.418820861678004,10.688208616780043
82538_f5_int6_2011_05_13_comm,82538,ɛ̃,0.0799999999999983,77.38,77.46,1,ɛ,p,ɔ,ɛ̃,77.38,77.46,important,ɛ̃.p.ɔ.ʁ.t.ɑ̃,77.38,77.93
81179_f1_int2_20221201_CH_205952,81179,ɛ̃,0.10000000000000853,74.1,74.2,1,z,p,ɔ,ɛ̃,74.1,74.2,important,ɛ̃.p.ɔ.ʁ.t.ɑ̃,74.1,74.67
ANQ092-8,46675,ɛ̃,0.08979591836734357,97.41111111111113,97.500907029478455,5,w,sp,e,w.ɛ̃,97.29138321995464,97.500907029478455,besoins,b.ə.z.w.ɛ̃,97.0219954648526,97.500907029478455
18122_f11_int22_2013_05_07_assnat,18122,ɛ̃,0.08999999999999986,5.22,5.31,3,ʁ,s,i,p.ʁ.ɛ̃,5.15,5.31,principe,p.ʁ.ɛ̃.s.i.p,5.15,5.41
ANQ018-1,57239,ɛ̃,0.10975056689342466,77.41655328798186,77.52630385487528,5,s,k,d,s.ɛ̃.k,77.35668934240363,77.5562358276644,trente-cinq,t.ʁ.ɑ̃.s.ɛ̃.k,77.17709750566894,77.5562358276644
49178_f14_int20_2013_02_13_comm_1,49178,ɛ̃,0.240000000000002,44.68,44.92,1,<SIL>,<SIL>,d,ɛ̃,44.68,44.92,hein,ɛ̃,44.68,44.92
52046_f1_int1_2013_11_06_comm_3,52046,ɛ̃,0.08000000000000007,3.51,3.59,2,m,t,n,m.ɛ̃.t,3.43,3.7,maintenant,m.ɛ̃.t.n.ɑ̃,3.43,4
94074_f6_int7_2022_03_29_CH_0-1759,94074,ɛ̃,0.05999999999999517,32.52,32.58,3,w,s,ɛ̃,p.w.ɛ̃,32.33,32.58,point,p.w.ɛ̃,32.33,32.58
72524_f5_int8_2022_03_29_CH_0-1554,72524,ɛ̃,0.09999999999999432,89.26,89.36,3,w,n,œ,p.w.ɛ̃,89.09,89.36,point,p.w.ɛ̃,89.09,89.36
57055_f3_int4_2022_03_30_assnat_120509,57055,ɛ̃,0.09000000000000341,54.41,54.5,1,e,v,ɛ,ɛ̃,54.41,54.5,investissements,ɛ̃.v.ɛ.s.t.i.s.m.ɑ̃,54.41,54.95
57239_f30_int39_2010_05_11_comm,57239,ɛ̃,0.1700000000000017,33.82,33.99,3,f,d,ə,f.ɛ̃,33.71,33.99,afin,a.f.ɛ̃,33.6,33.99
72524_f12_int15_2022_03_29_CH_0-1554,72524,ɛ̃,0.10000000000000142,37.75,37.85,2,s,k,p,s.ɛ̃.k,37.62,37.91,cinq,s.ɛ̃.k,37.62,37.91
25012_f8_int10_2022_03_29_assnat_161939,25012,ɛ̃,0.26000000000000156,21.18,21.44,4,t,<SIL>,c,t.ɛ̃,21.07,21.44,matin,m.a.t.ɛ̃,20.9,21.44
93789_f2_int3_2011_11_04_comm,93789,ɛ̃,0.11999999999999922,12.65,12.77,2,l,s,t,l.ɛ̃,12.57,12.77,l'instant,l.ɛ̃.s.t.ɑ̃,12.57,13.15
66087_f8_int10_2022_03_30_assnat_163210,66087,ɛ̃,0.2199999999999989,84.93,85.15,4,ʁ,ɑ̃,k,ʁ.ɛ̃,84.8,85.15,terrain,t.ɛ.ʁ.ɛ̃,84.69,85.15
93789_f4_int5_2011_11_04_comm,93789,ɛ̃,0.129999999999999,17.14,17.27,5,t,ɔ,k,t.ɛ̃,17.07,17.27,certains,s.ɛ.ʁ.t.ɛ̃,16.87,17.27
72524_f10_int13_2022_03_29_CH_0-1554,72524,ɛ̃,0.20999999999999375,70.5,70.71,3,w,œ̃,p,p.w.ɛ̃,70.34,70.71,point,p.w.ɛ̃,70.34,70.71
ANQ040-7,15476,ɛ̃,0.15963718820861672,11.765759637188207,11.925396825396824,2,k,z,d,k.ɛ̃.z,11.67596371882086,11.96530612244898,quinze,k.ɛ̃.z,11.67596371882086,11.96530612244898
ANQ078-2,24488,ɛ̃,0.08979591836735068,42.88503401360544,42.97482993197279,3,f,n,o,f.ɛ̃,42.78526077097506,42.97482993197279,afin,a.f.ɛ̃,42.64557823129252,42.97482993197279
